mode,load,0_efficientnet_b7-2,1_efficientnet_b7-2
mig,0.1,57.515621185302734,62.062978744506836
mig,0.2,89.40005302429199,92.24748611450195
mig,0.3,95.88146209716797,107.67459869384766
mig,0.4,213.9720916748047,177.57153511047363
mig,0.5,295.89080810546875,317.9924488067627
mig,0.6,1685.4712963104248,647.9930877685547
mig,0.7,7785.327434539795,8096.065282821655
mig,0.8,16041.861772537231,16027.302503585815
mig,0.9,21686.943292617798,19619.209051132202
mig,1.0,24813.204765319824,22777.84037590027
