mode,load,0_alexnet-2,1_alexnet-2,2_alexnet-2,3_alexnet-2
mig,0.1,6.514072418212891,14.655351638793945,12.341022491455078,5.321502685546875
mig,0.2,9.4146728515625,6.321191787719727,7.117033004760742,9.1094970703125
mig,0.3,9.145259857177734,9.350061416625977,11.205196380615234,11.05189323425293
mig,0.4,13.184785842895508,18.353700637817383,13.419389724731445,15.329360961914062
mig,0.5,15.923023223876953,17.404556274414062,17.670392990112305,19.62113380432129
mig,0.6,25.124073028564453,25.768280029296875,30.518770217895508,28.235673904418945
mig,0.7,89.39242362976074,75.57177543640137,108.86287689208984,56.024789810180664
mig,0.8,2112.013101577759,2352.8435230255127,2478.543281555176,269.37055587768555
mig,0.9,5610.594987869263,5907.707214355469,5346.134901046753,3373.443126678467
mig,1.0,13166.90993309021,12542.63687133789,13607.435464859009,10485.597372055054
