mode,load,0_alexnet-2,1_alexnet-2,2_alexnet-2,3_alexnet-2
mig,0.1,0.7167816162109383,0.5741119384765632,0.5749464035034177,0.5415201187133802
mig,0.2,1.5435218811035152,1.5931606292724607,1.5979766845703134,1.953125
mig,0.3,1.9104480743408203,2.102088928222658,2.202820777893067,2.5738239288330083
mig,0.4,2.336263656616211,2.5069713592529297,2.7193546295166025,3.588509559631348
mig,0.5,4.071474075317383,3.9141178131103516,4.283380508422852,5.858182907104492
mig,0.6,7.095837593078612,7.214808464050294,8.0777645111084,9.211993217468265
mig,0.7,27.195310592651367,25.767850875854496,37.57691383361817,18.752598762512207
mig,0.8,1924.7183322906494,2175.4316329956055,2326.2436389923096,144.40035820007327
mig,0.9,5532.517910003662,5838.205289840698,5235.657095909119,3290.5612468719482
mig,1.0,11859.68267917633,11354.910659790039,12243.529558181763,9470.68738937378
