mode,load,0_alexnet-2,1_alexnet-2,2_alexnet-2,3_alexnet-2
mig,0.1,0.02765655517578125,0.027894973754882812,0.026941299438476562,0.02956390380859375
mig,0.2,0.02765655517578125,0.027179718017578125,0.028133392333984375,0.02765655517578125
mig,0.3,0.028371810913085938,0.028133392333984375,0.0286102294921875,0.028848648071289062
mig,0.4,0.02574920654296875,0.025033950805664062,0.13339519500732422,0.024318695068359375
mig,0.5,0.8153915405273438,0.7889270782470703,0.9326934814453125,1.0905265808105469
mig,0.6,1.7266273498535156,1.8709897994995117,1.9025802612304688,2.4089813232421875
mig,0.7,6.735563278198242,6.539106369018555,7.914543151855469,5.392313003540039
mig,0.8,920.264482498169,1050.8782863616943,1221.3821411132812,25.23982524871826
mig,0.9,5162.716388702393,5549.695730209351,4628.652095794678,2738.1532192230225
mig,1.0,6910.511612892151,6594.3357944488525,7060.098767280579,5390.070199966431
