mode,load,0_inception_v3-2,1_inception_v3-2
mig,0.1,0.05173683166503906,0.04887580871582031
mig,0.2,0.048160552978515625,0.048160552978515625
mig,0.3,0.04863739013671875,0.04410743713378906
mig,0.4,0.049591064453125,0.04553794860839844
mig,0.5,0.9708404541015625,0.8487701416015625
mig,0.6,2.026796340942383,2.403736114501953
mig,0.7,3.921627998352051,4.254341125488281
mig,0.8,6.705880165100098,5.686044692993164
mig,0.9,18.086552619934082,10.062456130981445
mig,1.0,119.15993690490723,121.73855304718018
