mode,load,0_inception_v3-2,1_inception_v3-2
mig,0.1,40.006484962445406,40.382500592824236
mig,0.2,81.78555531829332,76.77799667635512
mig,0.3,119.5872477399322,118.43267040848846
mig,0.4,166.08027089120208,154.71911066459106
mig,0.5,204.16218913069406,196.5156164227364
mig,0.6,236.01635118794465,234.64305304476028
mig,0.7,284.6058713346778,283.8083556922654
mig,0.8,324.1020038779731,309.7809160915311
mig,0.9,366.6957993864376,348.10236681780975
mig,1.0,400.7393040560796,394.3924970596582
