mode,load,0_vgg16-32,1_vgg16-32
mig,0.1,80.72018526594866,65.01548868362019
mig,0.2,183.19468713974842,144.09320604186183
mig,0.3,299.72145281537246,231.00556679125117
mig,0.4,365.07238100105815,296.9770057081404
mig,0.5,447.064965119199,371.0863253767231
mig,0.6,573.0125981111285,474.69802377866927
mig,0.7,662.3879400718007,519.9740984493848
mig,0.8,762.9839681069403,583.0212477598307
mig,0.9,823.7957380183823,649.1749364801047
mig,1.0,931.5623226827464,756.1867191957786
