mode,load,0_efficientnet_b6-2,1_mobilenet_v2-32,2_resnet50-32,3_squeezenet1_1-32
mps-uncap,1.0,0.010013580322265625,0.001430511474609375,0.000476837158203125,0.0007152557373046875
