mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-2,2_squeezenet1_1-8,3_vgg13-32
mps-uncap,1.0,1101.6779449635296,75.50297550540792,485.4216896621186,1510.4201317772843
