mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-2,2_squeezenet1_1-8,3_vgg13-32
mps-uncap,1.0,0.000476837158203125,0.008821487426757812,0.0016689300537109375,0.000476837158203125
