mode,load,0_efficientnet_b6-2,1_resnet50-16,2_squeezenet1_1-16
mps-uncap,0.8,94.47112083435063,63.80861282348632,26.152725219726566
mps-uncap,0.9,224.5011806488038,123.43231201171868,46.270952224731396
mps-uncap,1.0,1507.5059700012205,666.9874548912045,303.3432674407959
mps-uncap,0.5,44.11741018295293,24.53058958053589,10.914881229400628
mps-uncap,0.6,51.84838056564331,32.73641109466555,14.683365821838379
mps-uncap,0.7,60.46153068542476,40.28677701950074,20.83523273468016
mps-uncap,0.1,37.716658115386984,12.682843208312992,5.25002479553222
mps-uncap,0.2,39.489803314208984,14.615426063537578,6.559963226318371
mps-uncap,0.3,43.244600296020494,18.8708209991455,7.6103925704956215
mps-uncap,0.4,42.515611648559535,22.16217756271359,9.021759033203125
