mode,load,0_efficientnet_b6-2,1_resnet50-16,2_squeezenet1_1-16
mps-uncap,0.8,146.23475074768066,95.40653228759766,70.59550285339355
mps-uncap,0.9,279.6592712402344,151.79085731506348,67.99936294555664
mps-uncap,1.0,1635.5135440826416,726.9401550292969,334.5348834991455
mps-uncap,0.5,65.08398056030273,40.01164436340332,18.11838150024414
mps-uncap,0.6,86.35330200195312,56.668758392333984,24.26600456237793
mps-uncap,0.7,84.96427536010742,63.05289268493652,36.51618957519531
mps-uncap,0.1,47.30868339538574,14.416933059692383,7.716894149780273
mps-uncap,0.2,47.235727310180664,26.326894760131836,10.202646255493164
mps-uncap,0.3,52.34265327453613,24.187088012695312,14.588356018066406
mps-uncap,0.4,52.33311653137207,31.24833106994629,20.334959030151367
