mode,load,0_efficientnet_b6-2,1_resnet50-16,2_squeezenet1_1-16
mps-uncap,0.8,28.548479080200195,10.865211486816406,5.62286376953125
mps-uncap,0.9,28.077125549316406,10.926246643066406,5.986213684082031
mps-uncap,1.0,29.210329055786133,12.302398681640625,6.127357482910156
mps-uncap,0.5,25.907516479492188,9.639739990234375,5.966901779174805
mps-uncap,0.6,27.732133865356445,9.952306747436523,7.083654403686523
mps-uncap,0.7,26.64327621459961,9.901285171508789,5.832910537719727
mps-uncap,0.1,27.388811111450195,9.368419647216797,5.185127258300781
mps-uncap,0.2,28.887510299682617,9.371757507324219,5.589485168457031
mps-uncap,0.3,29.27422523498535,10.071039199829102,5.515336990356445
mps-uncap,0.4,27.943134307861328,10.239839553833008,5.495548248291016
