mode,load,0_efficientnet_b6-2,1_resnet50-16,2_squeezenet1_1-16
mps-uncap,0.8,59.976589087125404,1221.7050448526898,2925.782243419822
mps-uncap,0.9,68.27473344310944,1422.1527004206243,3341.905333452494
mps-uncap,1.0,76.51661260818396,1580.5681427617162,3703.5179475406712
mps-uncap,0.5,37.0945085432473,780.3937754423719,1823.7569870891925
mps-uncap,0.6,45.11502849380183,937.6055744733186,2196.803619661865
mps-uncap,0.7,53.43670618178841,1068.1235007471034,2547.1925329197816
mps-uncap,0.1,7.193868562706737,165.07364014079224,359.92266156610646
mps-uncap,0.2,15.070206765501103,319.21247728235574,753.4813148034133
mps-uncap,0.3,22.40939426216685,462.1050149900363,1114.3756564052444
mps-uncap,0.4,29.387146052849907,628.3289886356648,1444.4207147619727
