mode,load,0_efficientnet_b6-2,1_resnet50-16,2_squeezenet1_1-16
mps-uncap,0.8,52.40201950073242,32.63425827026369,12.913584709167488
mps-uncap,0.9,93.31049919128421,57.672405242919936,22.890329360961932
mps-uncap,1.0,1365.246820449829,548.478364944458,212.86635398864743
mps-uncap,0.5,29.83283996582032,15.508413314819336,6.242799758911134
mps-uncap,0.6,32.23102092742921,18.10164451599121,7.880687713623047
mps-uncap,0.7,36.59052848815917,24.03445243835449,9.847164154052734
mps-uncap,0.1,26.751375198364258,7.767057418823242,3.415346145629883
mps-uncap,0.2,27.895545959472656,8.864903450012207,4.292821884155273
mps-uncap,0.3,28.35519313812256,11.471891403198246,4.805088043212891
mps-uncap,0.4,27.761507034301765,13.827300071716307,5.258798599243164
