mode,load,0_efficientnet_b6-2,1_resnet50-16,2_squeezenet1_1-16
mps-uncap,0.8,24.91903305053711,9.858942031860352,4.782676696777344
mps-uncap,0.9,26.15652084350586,10.13040542602539,4.871368408203125
mps-uncap,1.0,27.13160514831543,10.396003723144531,5.086421966552734
mps-uncap,0.5,20.774245262146,8.75997543334961,4.501152038574219
mps-uncap,0.6,21.344304084777832,9.033203125,4.7054290771484375
mps-uncap,0.7,22.65462875366211,9.243106842041016,4.757165908813477
mps-uncap,0.1,26.061582565307617,7.654523849487305,3.127574920654297
mps-uncap,0.2,26.508522033691406,7.735013961791991,3.4587860107421875
mps-uncap,0.3,24.29146766662598,8.437252044677734,3.8192272186279297
mps-uncap,0.4,21.594858169555664,8.648252487182617,4.214048385620117
