mode,load,0_efficientnet_b6-2,1_resnet50-16,2_squeezenet1_1-16
mps-uncap,0.8,24.33037757873535,13.312578201293945,4.847288131713867
mps-uncap,0.9,35.40182113647461,20.95341682434082,7.574558258056641
mps-uncap,1.0,1049.691915512085,370.61595916748047,66.16568565368652
mps-uncap,0.5,17.917752265930176,8.287429809570312,3.2057762145996094
mps-uncap,0.6,18.04351806640625,8.761882781982422,3.7682056427001953
mps-uncap,0.7,19.222259521484375,9.599089622497559,4.231452941894531
mps-uncap,0.1,23.398756980895996,6.846904754638672,2.7799606323242188
mps-uncap,0.2,20.72906494140625,6.936311721801758,2.6559829711914062
mps-uncap,0.3,18.571972846984863,7.473468780517578,2.8238296508789062
mps-uncap,0.4,18.471240997314453,7.754683494567871,2.9325485229492188
