mode,load,0_resnet50-32,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,0.6,21.41831398010254,12.5779390335083,10.458929538726808
mig,0.6,30.306425094604496,7.13512420654297,7.222957611083984
mps-uncap,0.7,22.199082374572754,11.900289058685303,10.517888069152828
mig,0.7,30.43898582458496,6.990799903869623,7.118911743164062
mps-uncap,0.8,22.411131858825684,12.853193283081055,10.077571868896483
mig,0.8,29.998569488525394,6.928052902221679,7.104558944702147
mps-uncap,0.9,22.37381935119629,12.033472061157227,10.693893432617188
mig,0.9,30.118594169616703,6.884360313415521,7.001833915710448
mps-uncap,1.0,22.032418251037594,13.16309452056885,9.776480197906496
mig,1.0,29.96647834777832,6.534538269042968,6.622619628906243
mps-uncap,1.1,19.572782516479492,12.950658798217773,11.070654392242432
mig,1.1,29.685688018798825,5.778512954711913,5.931293964385984
mps-uncap,1.2,20.661559104919434,12.469367980957031,10.535216331481935
mig,1.2,29.589593410491943,5.784564018249508,5.987279415130616
mps-uncap,1.3,20.56713104248047,13.24906349182129,9.842138290405273
mig,1.3,30.085608959197998,6.627025604248046,6.768262386322019
