mode,load,0_squeezenet1_0-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,0.6,5.440711975097656,33.857107162475586,10.952472686767578
mig,0.6,9.99140739440918,24.06132221221924,41.953086853027344
mps-uncap,0.7,6.634831428527832,59.12613868713379,11.15107536315918
mig,0.7,12.067914009094238,29.669761657714844,55.00829219818115
mps-uncap,0.8,8.137226104736328,730.2951812744141,11.277437210083008
mig,0.8,15.76542854309082,43.23315620422363,69.20552253723145
mps-uncap,0.9,11.488080024719238,6515.511512756348,11.452555656433105
mig,0.9,33.143043518066406,66.14899635314941,117.17653274536133
mps-uncap,1.0,18.519878387451172,13228.08825969696,11.589765548706055
mig,1.0,856.1804294586182,642.1856880187988,1350.8446216583252
mps-uncap,1.1,64.64982032775879,17463.911771774292,11.766910552978516
mig,1.1,4451.9219398498535,3199.0727186203003,3755.2061080932617
mps-uncap,1.2,2405.261516571045,19987.667441368103,12.448787689208984
mig,1.2,6756.123900413513,7253.964185714722,8616.58501625061
mps-uncap,1.3,7989.938259124756,23374.867916107178,13.031959533691406
mig,1.3,9609.95900630951,9499.384999275208,10692.463517189026
