mode,load,0_squeezenet1_0-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,0.6,10.045218467712402,25.974035263061523,12.643647193908691
mig,0.6,7.751989364624023,18.440723419189453,31.558084487915043
mps-uncap,0.7,10.820817947387695,26.773166656494144,12.76845932006836
mig,0.7,7.64908790588379,18.085145950317383,31.574273109436035
mps-uncap,0.8,11.141777038574222,29.144740104675297,12.74862289428711
mig,0.8,7.555437088012695,17.818212509155273,31.40811920166016
mps-uncap,0.9,11.31448745727539,32.45573043823242,12.779068946838379
mig,0.9,7.486867904663087,17.61484146118164,31.4180850982666
mps-uncap,1.0,11.475110054016113,33.869457244873054,12.491559982299805
mig,1.0,7.451152801513672,17.580056190490723,31.35349750518799
mps-uncap,1.1,11.618375778198242,37.081718444824226,12.323474884033203
mig,1.1,7.4135780334472665,17.415285110473633,31.368017196655273
mps-uncap,1.2,11.739969253540039,40.74382781982422,12.427282333374023
mig,1.2,7.400274276733398,17.50771999359131,31.35857582092285
mps-uncap,1.3,11.855697631835938,42.119026184082045,12.403249740600586
mig,1.3,7.427525520324708,17.810606956481934,31.3457727432251
