mode,load,0_mobilenet_v2-4,1_resnet18-8,2_vgg19-8
mps-uncap,0.8,3.965139389038086,1.9557476043701172,6.444454193115234
mps-uncap,0.9,4.007101058959961,1.9574165344238281,6.486415863037109
mps-uncap,1.0,4.1179656982421875,2.1479129791259766,6.582021713256836
mps-uncap,0.5,4.009723663330078,1.97601318359375,6.330251693725586
mps-uncap,0.6,3.9839744567871094,1.9466876983642578,6.349086761474609
mps-uncap,0.7,3.9548873901367188,1.9414424896240234,6.400108337402344
mps-uncap,0.1,5.278110504150391,2.672433853149414,6.401300430297852
mps-uncap,0.2,4.747152328491211,2.240896224975586,6.415128707885742
mps-uncap,0.3,4.025936126708984,2.1293163299560547,6.378412246704102
mps-uncap,0.4,4.0302276611328125,1.9583702087402344,6.351947784423828
