mode,load,0_mobilenet_v2-4,1_resnet18-8,2_vgg19-8
mps-uncap,0.8,3.938436508178711,1.9288063049316406,6.393909454345703
mps-uncap,0.9,3.9682388305664062,1.918792724609375,6.434202194213867
mps-uncap,1.0,4.062652587890625,1.9524097442626953,6.566524505615234
mps-uncap,0.5,3.980875015258789,1.9500255584716797,6.285429000854492
mps-uncap,0.6,3.9529800415039062,1.9288063049316406,6.335258483886719
mps-uncap,0.7,3.9305686950683594,1.9123554229736328,6.386041641235352
mps-uncap,0.1,5.261421203613281,2.6378631591796875,6.372213363647461
mps-uncap,0.2,4.038095474243164,2.219676971435547,6.3838958740234375
mps-uncap,0.3,3.9772987365722656,2.1147727966308594,6.281137466430664
mps-uncap,0.4,3.996133804321289,1.9466876983642578,6.326436996459961
