mode,load,0_mobilenet_v2-4,1_resnet18-8,2_vgg19-8
mps-uncap,0.8,69.59194660186765,42.5568962097168,92.98593044281006
mps-uncap,0.9,223.7696719169616,184.3827152252197,297.8812217712401
mps-uncap,1.0,224.61543560028073,7931.937770843506,4947.95964717865
mps-uncap,0.5,16.616404056549076,12.376039028167716,26.507911682128913
mps-uncap,0.6,18.87104034423812,14.707336425781264,32.50544548034657
mps-uncap,0.7,27.327828407287598,25.875258445739757,53.63731384277343
mps-uncap,0.1,9.02563810348511,4.683148860931396,9.63751077651979
mps-uncap,0.2,14.223372936248802,5.359318256378173,9.396452903747544
mps-uncap,0.3,19.586420059204123,7.3146057128906286,12.841405868530293
mps-uncap,0.4,16.132369041442875,10.444316864013686,15.42184352874756
