mode,load,0_mobilenet_v2-4,1_resnet18-8,2_vgg19-8
mps-uncap,0.8,405.9605312028778,1000.0862286305879,830.4733070950007
mps-uncap,0.9,452.0008343266656,1132.2439855910438,907.8658706746206
mps-uncap,1.0,520.3392518566598,1106.7423378310732,933.4164000340234
mps-uncap,0.5,261.59366051380084,621.4684680908651,501.4655258504801
mps-uncap,0.6,310.4904327356045,773.3368362031862,603.9795236930632
mps-uncap,0.7,374.20888690834784,907.9547348382577,719.1029063583651
mps-uncap,0.1,52.09407728479279,126.15785008635856,97.81180820320611
mps-uncap,0.2,100.63223452853511,264.993412358222,202.06837764523937
mps-uncap,0.3,152.67007286615845,365.33171638521424,307.84493317703175
mps-uncap,0.4,207.0995008436084,512.5899641661413,411.184477980012
