mode,load,0_mobilenet_v2-4,1_resnet18-8,2_vgg19-8
mps-uncap,0.8,9.263551235198973,7.99208641052246,9.805746078491211
mps-uncap,0.9,9.219574928283691,7.9242420196533185,9.610104560852049
mps-uncap,1.0,8.547682762145996,8.536100387573242,9.190952777862549
mps-uncap,0.5,9.626035690307619,7.713415622711179,9.66214179992676
mps-uncap,0.6,9.145152568817133,7.969391345977784,9.753904342651367
mps-uncap,0.7,9.175450801849367,8.128128051757814,10.169849395751946
mps-uncap,0.1,11.692545413970949,9.051618576049803,11.541211605072023
mps-uncap,0.2,11.0454797744751,7.754929065704346,9.637727737426752
mps-uncap,0.3,10.806996822357187,7.612686157226563,9.345083236694338
mps-uncap,0.4,10.29761075973511,8.724472522735597,9.606642723083498
