mode,load,0_mobilenet_v2-4,1_resnet18-8,2_vgg19-8
mps-uncap,0.8,120.66459655761719,64.77975845336914,121.81568145751953
mps-uncap,0.9,273.87285232543945,244.63558197021484,329.4661045074463
mps-uncap,1.0,260.6065273284912,7975.099325180054,5114.17818069458
mps-uncap,0.5,25.80738067626953,31.35848045349121,53.675174713134766
mps-uncap,0.6,33.40959548950195,27.41718292236328,57.11960792541504
mps-uncap,0.7,44.99173164367676,45.207977294921875,70.95026969909668
mps-uncap,0.1,22.149085998535156,10.14852523803711,18.934249877929688
mps-uncap,0.2,22.28569984436035,12.506961822509766,16.222476959228516
mps-uncap,0.3,29.273271560668945,13.778209686279297,23.73814582824707
mps-uncap,0.4,25.557994842529297,17.688989639282227,25.58732032775879
