mode,load,0_mobilenet_v2-4,1_resnet18-8,2_vgg19-8
mps-uncap,0.8,8.45029354095459,7.106494903564454,8.778572082519531
mps-uncap,0.9,8.661198616027832,7.218503952026367,8.833646774291992
mps-uncap,1.0,8.107638359069824,8.088445663452148,8.810758590698242
mps-uncap,0.5,8.167386054992676,6.407022476196289,8.331727981567383
mps-uncap,0.6,7.883954048156739,6.6333770751953125,8.533573150634766
mps-uncap,0.7,8.121347427368164,6.839847564697266,8.761024475097656
mps-uncap,0.1,10.09514331817627,5.206370353698731,10.433125495910645
mps-uncap,0.2,10.087132453918457,6.0685157775878915,8.342981338500977
mps-uncap,0.3,9.897470474243164,6.247091293334961,8.078622817993164
mps-uncap,0.4,9.438753128051758,6.97481632232666,8.406352996826172
