mode,load,0_vgg19-32,1_efficientnet_b7-32,2_resnet50-8
mps-uncap,1.0,986.9714727298727,156.78923658337268,155.31644832794152
mig,1.0,626.716126785329,170.62996986705332,606.7457255909862
