mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_squeezenet1_0-32,3_vgg11-32
mps-uncap,1.0,0.011920928955078125,0.000476837158203125,0.0007152557373046875,0.0007152557373046875
