mode,load,0_resnet101-4,1_squeezenet1_0-32,2_vgg19-16
mps-uncap,0.8,0.026226043701171875,15.430569648742676,27.68707275390625
mps-uncap,0.9,19.837379455566406,1309.823989868164,770.1020240783691
mps-uncap,1.0,23.969411849975586,3899.1782665252686,3264.331340789795
mps-uncap,0.5,0.02574920654296875,0.02562999725341797,0.028371810913085938
mps-uncap,0.6,0.024557113647460938,0.024557113647460938,2.080202102661133
mps-uncap,0.7,0.024080276489257812,2.048492431640625,8.692502975463867
mps-uncap,0.1,0.04172325134277344,0.041484832763671875,0.04124641418457031
mps-uncap,0.2,0.04267692565917969,0.0400543212890625,0.030755996704101562
mps-uncap,0.3,0.04172325134277344,0.029325485229492188,0.028848648071289062
mps-uncap,0.4,0.030279159545898438,0.027418136596679688,0.027418136596679688
