mode,load,0_efficientnet_b6-2,1_mobilenet_v2-32,2_mobilenet_v3_large-8,3_vgg16-32
mps-uncap,1.0,19.101558088699672,1142.4562944014563,277.3689488236608,1263.3645093194002
