mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_0-16
mps-uncap,1.0,16.819477081298828,16.82114601135254,14.778280258178711,11.983466148376465
