mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_0-16
mps-uncap,1.0,1950.2395054676492,1950.2448596274792,175.55162467876286,1929.1331102721572
