mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_0-16
mps-uncap,1.0,13.229131698608398,13.234615325927734,4.984378814697266,4.1255950927734375
