mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_0-16
mps-uncap,1.0,17.38302230834961,17.318010330200195,16.91767692565918,12.617254257202147
