mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_0-16
mps-uncap,1.0,25.597333908081055,25.419950485229492,17.41480827331543,16.711711883544922
