mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_0-16
mps-uncap,1.0,16.42894744873047,16.441822052001953,12.789011001586914,8.783698081970215
