mode,load,0_efficientnet_b5-2,1_resnet101-16,2_resnet50-8
mps-uncap,0.8,19.74654197692871,23.53501319885254,9.173870086669922
mps-uncap,0.9,26.93343162536621,29.4492244720459,14.88637924194336
mps-uncap,1.0,505.94568252563477,305.4516315460205,122.26784229278564
mps-uncap,0.5,15.485048294067383,13.879060745239258,7.386922836303711
mps-uncap,0.6,15.34581184387207,14.832735061645508,7.461309432983398
mps-uncap,0.7,16.096115112304688,16.40629768371582,8.100509643554688
mps-uncap,0.1,21.03424072265625,12.660741806030273,6.8749189376831055
mps-uncap,0.2,20.275354385375977,12.94851303100586,6.996035575866699
mps-uncap,0.3,16.446590423583984,13.259291648864746,6.984829902648926
mps-uncap,0.4,16.048908233642578,13.235330581665039,7.172226905822754
