mode,load,0_efficientnet_b5-2,1_resnet101-16,2_resnet50-8
mps-uncap,0.8,83.72316360473614,85.50587654113768,43.230295181274414
mps-uncap,0.9,134.36010360717773,105.78222274780279,102.26902008056625
mps-uncap,1.0,1456.0445213317867,1149.876692295074,366.2470149993896
mps-uncap,0.5,23.641347885131857,32.110497951507575,16.77022933959963
mps-uncap,0.6,31.927371025085435,36.106224060058594,21.40017747879024
mps-uncap,0.7,41.62520408630377,73.58726978302002,31.687240600585906
mps-uncap,0.1,16.484546661376942,11.784505844116218,5.957691669464112
mps-uncap,0.2,20.21914720535278,14.620196819305399,9.935879707336413
mps-uncap,0.3,26.218638420104973,16.100752353668206,10.348386764526364
mps-uncap,0.4,26.309382915496812,20.693137645721443,13.728768825531006
