mode,load,0_efficientnet_b5-2,1_resnet101-16,2_resnet50-8
mps-uncap,0.8,81.55002696554413,762.0250991200185,776.2781007791181
mps-uncap,0.9,84.81986619956169,815.3536527526404,847.9990447134483
mps-uncap,1.0,98.60476825214047,932.6494886814907,973.5069876023992
mps-uncap,0.5,49.537203378953976,468.9047792985338,469.58065208951024
mps-uncap,0.6,60.20022095832649,546.7066698378412,565.1114379313531
mps-uncap,0.7,68.77995430491438,661.8963983502483,668.7117697369716
mps-uncap,0.1,8.88805909824487,93.96917716750487,94.93556097115318
mps-uncap,0.2,19.02192691962272,173.93510023974906,188.00695785683536
mps-uncap,0.3,28.114090622594038,264.686302165123,289.34194904576503
mps-uncap,0.4,38.93223527870337,371.284098744865,393.0022677476046
