mode,load,0_efficientnet_b5-2,1_resnet101-16,2_resnet50-8
mps-uncap,0.8,21.08274459838867,17.046098709106445,9.115219116210938
mps-uncap,0.9,21.483993530273438,16.631793975830078,9.653575420379637
mps-uncap,1.0,22.027175426483154,17.595999240875244,9.448506832122803
mps-uncap,0.5,21.740140914917003,16.147992610931396,9.072513580322267
mps-uncap,0.6,19.02384281158447,16.546359062194824,9.153664112091064
mps-uncap,0.7,18.940038681030273,16.772751808166504,9.270987510681152
mps-uncap,0.1,22.526798248291012,14.320173263549808,8.223414421081543
mps-uncap,0.2,23.37060451507568,14.769089221954333,9.172201156616204
mps-uncap,0.3,23.35262298583984,15.63793420791626,8.650174140930176
mps-uncap,0.4,23.097348213195797,15.507900714874268,8.976855278015135
