mode,load,0_efficientnet_b5-2,1_resnet101-16,2_resnet50-8
mps-uncap,0.8,100.76491355895972,101.55217170715332,50.109148025512695
mps-uncap,0.9,149.98779296875,121.96817398071292,110.49016475677483
mps-uncap,1.0,1476.5548706054685,1167.0371627807615,374.07721996307373
mps-uncap,0.5,36.61635398864747,43.363997936248786,23.850545883178732
mps-uncap,0.6,45.649981498718255,50.52637577056886,28.977286815643264
mps-uncap,0.7,56.65495872497562,88.89347791671754,39.21538352966307
mps-uncap,0.1,33.1497287750244,23.756771087646502,12.667634487152105
mps-uncap,0.2,37.59979009628293,26.945400238037045,17.494177818298315
mps-uncap,0.3,41.80294513702392,29.330723285675045,16.833326816558817
mps-uncap,0.4,40.516889095306354,33.35701704025269,20.05983114242553
