mode,load,0_densenet121-4,1_squeezenet1_0-16,2_vgg11-16
mps-uncap,0.8,45.31030654907226,11.767427921295166,11.09375
mps-uncap,0.9,46.29692316055298,11.672608852386476,11.17043495178223
mps-uncap,1.0,46.892070770263665,11.461653709411618,9.508805274963379
mps-uncap,0.5,35.87941169738772,11.165418624877928,10.648901462554928
mps-uncap,0.6,39.549732208251946,11.314148902893065,10.845537185668945
mps-uncap,0.7,43.34597587585449,11.4612340927124,11.028647422790531
mps-uncap,0.1,28.753662109374996,11.88858032226558,11.262445449829084
mps-uncap,0.2,29.784579277038567,10.596375465393068,10.150718688964844
mps-uncap,0.3,30.17287254333496,10.851218700408937,10.157690048217772
mps-uncap,0.4,30.546891689300512,10.955772399902333,10.475511550903324
