mode,load,0_densenet121-4,1_squeezenet1_0-16,2_vgg11-16
mps-uncap,0.8,76.88955325753126,1227.7649961478323,1644.6940397059302
mps-uncap,0.9,84.9052161417089,1456.3248129119331,1876.0697852359608
mps-uncap,1.0,95.82820936605701,1615.7726699212944,1853.1146104322133
mps-uncap,0.5,45.85177343156796,759.5164196221003,1034.297483692458
mps-uncap,0.6,55.96288210715753,963.9212964929188,1257.5839423055215
mps-uncap,0.7,69.15741203672034,1081.655774436709,1480.8711867824088
mps-uncap,0.1,7.849267380436871,150.67599801133164,215.4652194303388
mps-uncap,0.2,18.095737970357273,305.16897441175234,410.07652351057345
mps-uncap,0.3,29.524945447861057,478.4190226998664,640.6199692519681
mps-uncap,0.4,38.66947674388027,643.2133011800286,821.4882717208159
