mode,load,0_densenet121-4,1_squeezenet1_0-16,2_vgg11-16
mps-uncap,0.8,47.265052795410156,14.340877532958984,12.148618698120117
mps-uncap,0.9,48.120975494384766,13.277292251586914,11.989831924438477
mps-uncap,1.0,48.48980903625488,12.723684310913086,11.876583099365234
mps-uncap,0.5,41.32246971130371,13.105392456054688,11.59214973449707
mps-uncap,0.6,45.83883285522461,12.899637222290039,12.335538864135742
mps-uncap,0.7,44.95358467102051,13.44609260559082,12.938737869262695
mps-uncap,0.1,30.06148338317871,14.566421508789062,13.580560684204102
mps-uncap,0.2,33.045053482055664,15.74397087097168,14.9383544921875
mps-uncap,0.3,31.428098678588867,12.337446212768555,12.330293655395508
mps-uncap,0.4,35.48860549926758,13.131380081176758,12.266874313354492
