mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-8,2_vgg16-32
mps-uncap,0.8,95.91392536502309,236.48169514971286,1145.2850361882531
mps-uncap,0.9,84.28694911782777,261.6011341231507,1288.3346298251383
mps-uncap,1.0,107.99241908239668,247.33700590456039,1292.4387981798188
mps-uncap,0.5,50.68023526553325,151.00453285710455,724.5353089249796
mps-uncap,0.6,63.23663207172028,170.20056369191556,834.6894879382088
mps-uncap,0.7,75.33858546240154,201.02018938779625,1001.8226654849359
mps-uncap,0.1,10.488841424944873,26.545215672533892,144.0213811413101
mps-uncap,0.2,22.190489445591176,57.059230167876386,268.8316547752586
mps-uncap,0.3,34.72221926153651,92.9139599090613,425.7619896965937
mps-uncap,0.4,41.86062839724059,121.70207305056421,579.101683497293
