mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-8,2_vgg16-32
mps-uncap,0.8,0.012636184692382812,0.011920928955078125,0.010967254638671875
mps-uncap,0.9,0.012874603271484375,0.011920928955078125,0.011444091796875
mps-uncap,1.0,0.013589859008789062,0.0553131103515625,0.027179718017578125
mps-uncap,0.5,0.012636184692382812,0.012159347534179688,0.011205673217773438
mps-uncap,0.6,0.012159347534179688,0.012159347534179688,0.011682510375976562
mps-uncap,0.7,0.012159347534179688,0.009775161743164062,0.009775161743164062
mps-uncap,0.1,0.018596649169921875,0.017404556274414062,0.011920928955078125
mps-uncap,0.2,0.020742416381835938,0.0152587890625,0.011444091796875
mps-uncap,0.3,0.015020370483398438,0.014543533325195312,0.011444091796875
mps-uncap,0.4,0.01239776611328125,0.012159347534179688,0.011682510375976562
