mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-8,2_vgg16-32
mps-uncap,0.8,148.7510633468628,45.98221778869626,28.783404827117916
mps-uncap,0.9,152.8661847114563,46.46975994110107,28.63835334777832
mps-uncap,1.0,152.91950702667233,47.83403635025025,27.90883779525756
mps-uncap,0.5,130.51052570343018,36.92862749099731,27.66675233840943
mps-uncap,0.6,139.34517860412598,41.89508914947513,28.372318744659424
mps-uncap,0.7,146.1644649505615,42.52508163452148,28.586339950561523
mps-uncap,0.1,66.41870975494382,22.71720170974731,30.370140075683594
mps-uncap,0.2,85.61879158020022,25.92305183410643,28.058805465698235
mps-uncap,0.3,98.61090660095218,24.86591339111328,27.947771549224857
mps-uncap,0.4,122.62840270996094,31.45500183105468,27.391114234924327
