mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-8,2_vgg16-32
mps-uncap,0.8,140.35654067993164,34.476280212402344,61.70916557312012
mps-uncap,0.9,206.62522315979004,121.33193016052246,186.6004467010498
mps-uncap,1.0,703.2938003540039,5049.757719039917,3092.1072959899902
mps-uncap,0.5,58.98571014404297,11.601448059082031,26.656150817871094
mps-uncap,0.6,66.71750545501709,12.793540954589844,29.299020767211914
mps-uncap,0.7,103.68585586547852,19.078731536865234,45.75955867767334
mps-uncap,0.1,40.30942916870117,11.29913330078125,21.468162536621094
mps-uncap,0.2,37.41574287414551,10.93435287475586,21.304845809936523
mps-uncap,0.3,37.137746810913086,11.137008666992188,21.719932556152344
mps-uncap,0.4,45.23921012878418,11.014223098754883,22.377490997314453
