mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-32,2_squeezenet1_0-4,3_vgg11-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
