mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-32,2_squeezenet1_0-4,3_vgg11-32
mps-uncap,1.0,1173.1042761098115,1022.3456716081682,257.09483384896754,2264.887886020938
