mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_resnet18-2,3_squeezenet1_0-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.013113021850585938
