mode,load,0_vgg19-16,1_vgg19-16
mig,0.1,0.0209808349609375,0.016927719116210938
mig,0.2,0.017642974853515625,0.013589859008789062
mig,0.3,0.012874603271484375,0.013589859008789062
mig,0.4,0.012636184692382812,0.012636184692382812
mig,0.5,0.012159347534179688,0.012636184692382812
mig,0.6,0.01049041748046875,0.013113021850585938
mig,0.7,0.01239776611328125,0.012636184692382812
mig,0.8,0.01239776611328125,0.013113021850585938
mig,0.9,0.012636184692382812,0.017404556274414062
mig,1.0,0.012874603271484375,0.017404556274414062
