mode,load,0_alexnet-2,1_densenet161-2,2_efficientnet_b6-16
mps-uncap,0.8,21.38066291809082,164.2897129058838,244.29607391357422
mps-uncap,0.9,48.39062690734863,433.4716796875,278.2917022705078
mps-uncap,1.0,94.73347663879395,2289.891004562378,817.3487186431885
mps-uncap,0.5,9.615659713745117,66.55716896057129,104.26020622253418
mps-uncap,0.6,12.413501739501953,141.37911796569824,135.5586051940918
mps-uncap,0.7,19.385576248168945,100.39114952087402,204.9412727355957
mps-uncap,0.1,5.837202072143555,43.654441833496094,48.27761650085449
mps-uncap,0.2,5.403280258178711,51.560163497924805,52.54817008972168
mps-uncap,0.3,6.293773651123047,54.435014724731445,64.54205513000488
mps-uncap,0.4,7.961750030517578,54.11887168884277,97.05662727355957
