mode,load,0_alexnet-2,1_densenet161-2,2_efficientnet_b6-16
mps-uncap,0.8,5.895853042602539,69.50926780700685,113.77120018005371
mps-uncap,0.9,9.652209281921387,181.3869476318359,146.858811378479
mps-uncap,1.0,55.19428253173828,1629.2237043380737,563.5652542114258
mps-uncap,0.5,2.741098403930664,33.833646774291985,45.92394828796387
mps-uncap,0.6,3.4770965576171875,37.71018981933594,55.36389350891113
mps-uncap,0.7,4.188632965087892,43.16761493682863,80.73995113372803
mps-uncap,0.1,1.4003515243530273,25.712680816650394,27.122974395751953
mps-uncap,0.2,1.7406940460205078,25.908613204956055,27.472591400146488
mps-uncap,0.3,1.940941810607911,27.971363067626957,36.12380027770996
mps-uncap,0.4,2.202773094177246,28.147792816162113,39.880919456481934
