mode,load,0_alexnet-2,1_densenet161-2,2_efficientnet_b6-16
mps-uncap,0.8,2.4073219299316406,24.554576873779297,26.11912488937378
mps-uncap,0.9,2.4593615531921382,24.85688209533691,26.553452014923096
mps-uncap,1.0,2.524137496948242,25.192153453826904,26.901960372924805
mps-uncap,0.5,2.334561347961426,23.40349912643433,24.750089645385742
mps-uncap,0.6,2.3484230041503906,23.63925218582153,25.517797470092777
mps-uncap,0.7,2.314667701721191,22.51837968826294,26.545186042785645
mps-uncap,0.1,1.9539833068847652,26.1016845703125,27.651071548461914
mps-uncap,0.2,2.1242451667785653,26.202402114868164,26.984148025512695
mps-uncap,0.3,2.1956682205200186,25.746765136718754,27.01432228088379
mps-uncap,0.4,2.251889705657959,24.105601310729966,24.427351951599118
