mode,load,0_alexnet-2,1_densenet161-2,2_efficientnet_b6-16
mps-uncap,0.8,1087.8567273257463,72.79966509534712,460.86219870711807
mps-uncap,0.9,1244.1342977647018,85.25214256447147,504.67339256202865
mps-uncap,1.0,1383.063522373513,87.5926611970839,590.0869736459923
mps-uncap,0.5,684.5359210379935,46.641228503911435,296.02184342515346
mps-uncap,0.6,837.2536963401474,56.35510773480893,335.7061844239974
mps-uncap,0.7,956.6853775153169,64.21285608786853,413.78615395093937
mps-uncap,0.1,137.8274251559449,9.579142726658407,62.422679002532504
mps-uncap,0.2,277.8678145276852,17.935807311901215,110.84646586381662
mps-uncap,0.3,416.0348586339673,27.415960698521243,173.3324985123738
mps-uncap,0.4,569.8398017486682,35.91968670360915,214.7140708192853
