mode,load,0_alexnet-2,1_densenet161-2,2_efficientnet_b6-16
mps-uncap,0.8,1.0714530944824219,20.32160758972168,24.2307186126709
mps-uncap,0.9,1.119375228881836,21.688222885131836,25.198817253112793
mps-uncap,1.0,1.2447834014892578,23.716092109680176,26.154756546020508
mps-uncap,0.5,1.039743423461914,14.195680618286133,22.14217185974121
mps-uncap,0.6,1.0273456573486328,13.512134552001953,22.943973541259766
mps-uncap,0.7,1.0247230529785156,16.95406436920166,23.77605438232422
mps-uncap,0.1,1.0902881622314453,22.377729415893555,23.79584312438965
mps-uncap,0.2,1.0595321655273438,17.491459846496582,20.776987075805664
mps-uncap,0.3,1.0476112365722656,16.887664794921875,21.09980583190918
mps-uncap,0.4,1.0223388671875,16.09945297241211,21.5834379196167
