mode,load,0_alexnet-2,1_densenet161-2,2_efficientnet_b6-16
mps-uncap,0.8,0.5617141723632812,9.665489196777344,20.503520965576172
mps-uncap,0.9,0.5624294281005859,9.663820266723633,21.1942195892334
mps-uncap,1.0,0.5631446838378906,9.546279907226562,22.625207901000977
mps-uncap,0.5,0.5643367767333984,9.69386100769043,19.91558074951172
mps-uncap,0.6,0.5638599395751953,9.55057144165039,20.273208618164062
mps-uncap,0.7,0.5609989166259766,9.523153305053711,20.15376091003418
mps-uncap,0.1,0.568389892578125,9.601831436157227,19.591569900512695
mps-uncap,0.2,0.5691051483154297,9.56106185913086,19.504547119140625
mps-uncap,0.3,0.5674362182617188,9.442329406738281,19.61040496826172
mps-uncap,0.4,0.5676746368408203,9.35220718383789,19.643545150756836
