mode,load,0_densenet121-32,1_mobilenet_v3_large-8,2_squeezenet1_0-16
mps-uncap,0.8,32.64875411987305,16.16086483001709,12.276258468627926
mps-uncap,0.9,34.13710594177246,15.667707920074465,11.4791202545166
mps-uncap,1.0,34.11705493927003,15.32761573791504,11.506099700927734
mps-uncap,0.5,33.676161766052246,12.747921943664549,12.153136730194097
mps-uncap,0.6,35.325956344604485,15.364403724670415,12.708005905151365
mps-uncap,0.7,34.900546073913574,13.397102355957031,12.82032489776613
mps-uncap,0.1,31.387217044830322,13.706169128417969,10.99897623062134
mps-uncap,0.2,29.84889507293701,12.983818054199215,13.035395145416253
mps-uncap,0.3,30.64679145812988,13.853201866149906,13.033046722412097
mps-uncap,0.4,31.680126190185543,14.42600488662719,12.964565753936762
