mode,load,0_densenet121-32,1_mobilenet_v3_large-8,2_squeezenet1_0-16
mps-uncap,0.8,861.799302079615,801.3064614879052,2155.363497821902
mps-uncap,0.9,962.130837047537,844.3583519306505,2408.2340884627474
mps-uncap,1.0,963.4805828311736,834.5789420451825,2478.3840207225926
mps-uncap,0.5,505.56089029113775,511.0265433491054,1340.2050854424997
mps-uncap,0.6,636.4767774191934,620.5508514723163,1575.7886183488788
mps-uncap,0.7,741.2945383227787,695.8863912783992,1839.160965552557
mps-uncap,0.1,117.69411935525837,98.2540536672023,268.02106013287096
mps-uncap,0.2,204.64910634071276,200.52175404354463,528.8443787765456
mps-uncap,0.3,311.3416912347722,301.8059004076374,790.0105423364846
mps-uncap,0.4,426.06828298424585,411.0910905149624,1051.2527345479098
