mode,load,0_mobilenet_v2-16,1_mobilenet_v2-2,2_mobilenet_v2-32,3_resnet152-32
mps-uncap,1.0,0.0007152557373046875,0.0035762786865234375,0.0007152557373046875,0.000476837158203125
