mode,load,0_densenet121-4,1_efficientnet_b6-4,2_mobilenet_v3_large-32
mps-uncap,0.8,14.364480972290039,22.11308479309082,7.7915191650390625
mps-uncap,0.9,16.686201095581055,23.62060546875,8.540153503417969
mps-uncap,1.0,16.830921173095703,23.159265518188477,7.851362228393555
mps-uncap,0.5,19.028186798095703,28.236865997314453,8.411407470703125
mps-uncap,0.6,17.529726028442383,23.000478744506836,8.167743682861328
mps-uncap,0.7,14.554977416992188,22.247791290283203,7.7381134033203125
mps-uncap,0.1,21.87633514404297,28.078794479370117,8.677482604980469
mps-uncap,0.2,22.412538528442383,28.322935104370117,10.03718376159668
mps-uncap,0.3,19.84262466430664,28.53846549987793,8.889913558959961
mps-uncap,0.4,20.551204681396484,28.268098831176758,8.810043334960938
