mode,load,0_densenet121-4,1_efficientnet_b6-4,2_mobilenet_v3_large-32
mps-uncap,0.8,31.22568130493164,45.22571563720703,19.9732780456543
mps-uncap,0.9,82.09800720214844,80.49476146697997,30.8443307876587
mps-uncap,1.0,4123.837184906006,608.989953994751,145.55053710937506
mps-uncap,0.5,10.944533348083498,13.32306861877441,7.030439376831055
mps-uncap,0.6,13.391733169555664,18.182086944580078,8.513474464416506
mps-uncap,0.7,15.478849411010742,26.207375526428223,13.395071029663086
mps-uncap,0.1,3.1516551971435547,0.07557868957519528,2.1214485168457036
mps-uncap,0.2,9.764814376831056,6.860542297363285,4.586815834045412
mps-uncap,0.3,10.843658447265627,11.281490325927734,6.058311462402346
mps-uncap,0.4,12.616276741027832,12.953329086303716,6.853985786437989
